Date,Name,Year,Letterboxd URI,Rating
2019-06-16,Can You Ever Forgive Me?,2018,https://boxd.it/e7x4,3.5
2019-06-22,Nightcrawler,2014,https://boxd.it/780m,4
2019-06-27,Toy Story 4,2019,https://boxd.it/9ALu,3
2019-06-28,Ralph Breaks the Internet,2018,https://boxd.it/edAy,2
2019-06-28,Laggies,2014,https://boxd.it/7aRC,2.5
2019-07-02,Spider-Man: Far from Home,2019,https://boxd.it/fegG,3
2019-07-04,Swiss Army Man,2016,https://boxd.it/bDG2,4
2019-07-09,Black Swan,2010,https://boxd.it/Sw0,4.5
2019-07-14,The Last Black Man in San Francisco,2019,https://boxd.it/iWAw,4
2019-07-18,Stuber,2019,https://boxd.it/izHE,3
2019-07-19,A Most Violent Year,2014,https://boxd.it/75Va,3
2019-07-19,Free Fire,2016,https://boxd.it/b2Ig,3
2019-07-21,The Lion King,2019,https://boxd.it/eSjI,2
2019-07-24,The Art of Self-Defense,2019,https://boxd.it/hf5y,3.5
2019-07-26,Once Upon a Time… in Hollywood,2019,https://boxd.it/gH0O,3.5
2019-07-29,8½,1963,https://boxd.it/2aqm,4
2019-07-29,Funny Games,1997,https://boxd.it/1WKM,4
2019-08-05,Top Gun,1986,https://boxd.it/29JC,3
2019-08-08,Jackie Brown,1997,https://boxd.it/2aVO,3.5
2019-08-08,Pulp Fiction,1994,https://boxd.it/29Pq,4
2019-08-08,Reservoir Dogs,1992,https://boxd.it/2agc,4
2019-08-12,The Beach Bum,2019,https://boxd.it/fH4O,3
2019-08-16,The Farewell,2019,https://boxd.it/kIky,4
2019-08-17,Blinded by the Light,2019,https://boxd.it/jrYO,3
2019-08-25,The Peanut Butter Falcon,2019,https://boxd.it/gzu2,3
2019-08-26,Ready or Not,2019,https://boxd.it/kOf0,3
2019-08-28,Green Book,2018,https://boxd.it/hErk,2.5
2019-09-02,The King of Comedy,1982,https://boxd.it/2aJS,4.5
2019-09-06,It Chapter Two,2019,https://boxd.it/h10u,1.5
2019-09-08,Shutter Island,2010,https://boxd.it/1U82,4
2019-09-13,Ma,2019,https://boxd.it/i8Wi,1.5
2019-09-17,Daughters of the Dust,1991,https://boxd.it/2dkw,3.5
2019-09-20,Ad Astra,2019,https://boxd.it/ePzI,3
2019-10-04,Joker,2019,https://boxd.it/h4cS,3
2019-10-12,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q,3
2019-10-21,High Life,2018,https://boxd.it/d6bk,3
2019-10-28,Scary Stories to Tell in the Dark,2019,https://boxd.it/eJTW,2
2019-10-29,The Lighthouse,2019,https://boxd.it/icFU,4.5
2019-11-01,The Blair Witch Project,1999,https://boxd.it/26ua,3
2019-11-03,Raging Bull,1980,https://boxd.it/28yI,4
2019-11-09,Parasite,2019,https://boxd.it/hTha,5
2019-11-11,Doctor Sleep,2019,https://boxd.it/i5vI,3
2019-11-18,Return of the Jedi,1983,https://boxd.it/27Vm,3.5
2019-11-20,Jojo Rabbit,2019,https://boxd.it/iEBG,2
2019-11-22,Ford v Ferrari,2019,https://boxd.it/ce74,3
2019-11-23,Knives Out,2019,https://boxd.it/jWEA,4
2019-11-23,Hustlers,2019,https://boxd.it/jIBM,3.5
2019-11-25,Star Wars: The Last Jedi,2017,https://boxd.it/5xme,3.5
2019-11-30,The Irishman,2019,https://boxd.it/dYOq,4.5
2019-12-01,Mean Streets,1973,https://boxd.it/2aSU,3.5
2019-12-06,The Report,2019,https://boxd.it/j2X2,3
2019-12-07,Honey Boy,2019,https://boxd.it/ixvm,3.5
2019-12-08,Marriage Story,2019,https://boxd.it/hJAw,4
2019-12-09,A Beautiful Day in the Neighborhood,2019,https://boxd.it/i7vA,3
2019-12-11,The Meyerowitz Stories (New and Selected),2017,https://boxd.it/dSp0,4
2019-12-12,Akira,1988,https://boxd.it/2b1i,4
2019-12-16,Richard Jewell,2019,https://boxd.it/99Mg,2.5
2019-12-20,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,2
2019-12-28,Uncut Gems,2019,https://boxd.it/gXGc,4.5
2020-01-07,Death Proof,2007,https://boxd.it/27GG,3
2020-01-13,Rosemary's Baby,1968,https://boxd.it/29zM,4.5
2020-01-19,1917,2019,https://boxd.it/jj4y,3.5
2020-01-21,The Master,2012,https://boxd.it/2cBG,4
2020-01-24,Midsommar,2019,https://boxd.it/jhxe,4
2020-01-27,The Bling Ring,2013,https://boxd.it/3lPY,2
2020-02-09,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/hSyO,2
2020-02-13,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5
2020-02-14,Blue Valentine,2010,https://boxd.it/MxG,4
2020-02-16,Water Lilies,2007,https://boxd.it/1VjK,3.5
2020-02-16,Sonic the Hedgehog,2020,https://boxd.it/gdK8,2
2020-02-18,Blow-Up,1966,https://boxd.it/2966,2.5
2020-02-19,Little Women,2019,https://boxd.it/aSVk,4
2020-02-21,La Haine,1995,https://boxd.it/2as8,4.5
2020-02-28,Shoplifters,2018,https://boxd.it/ifY6,4.5
2020-03-02,The Invisible Man,2020,https://boxd.it/kWlA,3.5
2020-03-12,Emma.,2020,https://boxd.it/kmg0,2.5
2020-03-17,Misery,1990,https://boxd.it/28gY,3.5
2020-03-20,Magnolia,1999,https://boxd.it/2aze,4
2020-03-30,The Seventh Seal,1957,https://boxd.it/2ahO,4.5
2020-04-05,Dogtooth,2009,https://boxd.it/158K,3.5
2020-04-07,The Cabin in the Woods,2011,https://boxd.it/1zOc,2.5
2020-04-11,Under the Silver Lake,2018,https://boxd.it/dSAs,4
2020-04-14,Being John Malkovich,1999,https://boxd.it/2ahu,4
2020-04-25,Silence,2016,https://boxd.it/2cAo,4.5
2020-04-26,Bringing Out the Dead,1999,https://boxd.it/1ZZK,3
2020-04-30,Blade Runner 2049,2017,https://boxd.it/b8wK,4.5
2020-05-07,The Piano Teacher,2001,https://boxd.it/2886,4
2020-05-11,Gerald's Game,2017,https://boxd.it/buKa,2.5
2020-05-11,Vice,2018,https://boxd.it/fcFY,2
2020-05-12,Inside Llewyn Davis,2013,https://boxd.it/34Ro,4.5
2020-05-14,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,4
2020-05-15,Rope,1948,https://boxd.it/28yo,3.5
2020-05-18,The Death of Dick Long,2019,https://boxd.it/kIoA,3
2020-05-20,(500) Days of Summer,2009,https://boxd.it/1EmM,3
2020-05-20,Taste of Cherry,1997,https://boxd.it/1m8W,4
2020-05-21,The Nice Guys,2016,https://boxd.it/94Hg,3.5
2020-05-22,Children of Men,2006,https://boxd.it/1Y2i,4.5
2020-05-27,The Invitation,2015,https://boxd.it/9OUU,3
2020-06-04,Before Sunrise,1995,https://boxd.it/2bcU,4.5
2020-06-04,Before Sunset,2004,https://boxd.it/2bcg,4.5
2020-06-04,Before Midnight,2013,https://boxd.it/4ive,4.5
2020-06-04,The Wind Rises,2013,https://boxd.it/4JQS,4
2020-06-07,Kubo and the Two Strings,2016,https://boxd.it/a4wE,3.5
2020-06-12,The Handmaiden,2016,https://boxd.it/948A,4
2020-06-14,Da 5 Bloods,2020,https://boxd.it/lnXw,4
2020-06-18,Pariah,2011,https://boxd.it/2wWk,4.5
2020-07-03,Her,2013,https://boxd.it/4O24,4.5
2020-07-04,The Florida Project,2017,https://boxd.it/dMG0,4.5
2020-07-04,In the Mood for Love,2000,https://boxd.it/29tE,5
2020-07-05,Road Trip,2000,https://boxd.it/1Z4a,1
2020-07-10,Eraserhead,1977,https://boxd.it/299u,4.5
2020-07-18,Palm Springs,2020,https://boxd.it/lCXQ,3.5
2020-07-21,Shirley,2020,https://boxd.it/jY2o,4
2020-07-23,20th Century Women,2016,https://boxd.it/bqU6,4
2020-07-25,Cam,2018,https://boxd.it/iWvG,2
2020-07-30,Assassination Nation,2018,https://boxd.it/fSIq,2.5
2020-08-03,The Evil Dead,1981,https://boxd.it/29Go,3.5
2020-08-11,The Babysitter,2017,https://boxd.it/eP1w,1
2020-08-13,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw,5
2020-08-25,Spirited Away,2001,https://boxd.it/2b4m,4.5
2020-08-26,Them That Follow,2019,https://boxd.it/hvwg,2.5
2020-08-27,At Eternity's Gate,2018,https://boxd.it/hI40,3.5
2020-09-02,Candyman,1992,https://boxd.it/1Ys6,3.5
2020-09-02,Tenet,2020,https://boxd.it/leq4,3
2020-09-13,The Story of a Cheat,1936,https://boxd.it/374,4
2020-09-15,Bill & Ted's Bogus Journey,1991,https://boxd.it/28oy,4
2020-09-16,The New Mutants,2020,https://boxd.it/bjle,2
2020-09-17,Drive,2011,https://boxd.it/IG,4.5
2020-09-18,The Personal History of David Copperfield,2019,https://boxd.it/iTAS,2.5
2020-09-21,The Exorcist,1973,https://boxd.it/1Yoo,4
2020-09-26,Don't Look Now: We're Being Shot At,1966,https://boxd.it/20oq,4
2020-09-26,Four Bags Full,1956,https://boxd.it/1Fx2,3
2020-10-03,Bill & Ted Face the Music,2020,https://boxd.it/i7BI,2.5
2020-10-08,Monsieur Hulot's Holiday,1953,https://boxd.it/29E8,3.5
2020-10-08,The Purge,2013,https://boxd.it/4Xg0,1
2020-10-09,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ,3.5
2020-10-10,The Mad Adventures of Rabbi Jacob,1973,https://boxd.it/29H2,3.5
2020-10-13,Killer Klowns from Outer Space,1988,https://boxd.it/1Kpi,3.5
2020-10-17,The African Doctor,2016,https://boxd.it/dLRG,2.5
2020-10-22,The Thing,1982,https://boxd.it/294O,4
2020-10-24,La Cage aux Folles,1978,https://boxd.it/24g6,3
2020-10-25,Little Shop of Horrors,1986,https://boxd.it/1Vqm,4.5
2020-10-27,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0,3.5
2020-10-29,Boys State,2020,https://boxd.it/oiNW,4
2020-10-31,Slack Bay,2016,https://boxd.it/cTOI,2.5
2020-11-03,Mulholland Drive,2001,https://boxd.it/297o,5
2020-11-05,Blood Simple,1984,https://boxd.it/1U16,4
2020-11-07,2 Days in Paris,2007,https://boxd.it/2828,3.5
2020-11-12,"Paris, Texas",1984,https://boxd.it/29Ts,4
2020-11-17,The Fountain,2006,https://boxd.it/28RU,3
2020-11-20,After Hours,1985,https://boxd.it/1VfS,4
2020-11-21,French Twist,1995,https://boxd.it/24gq,2.5
2020-11-21,Family Resemblances,1996,https://boxd.it/1NF4,3
2020-11-24,Come and See,1985,https://boxd.it/1w9q,5
2020-11-27,Twelve Monkeys,1995,https://boxd.it/2beQ,3.5
2020-11-28,Dog Day Afternoon,1975,https://boxd.it/29bg,4.5
2020-11-30,An American Werewolf in London,1981,https://boxd.it/29yk,4
2020-11-30,Persona,1966,https://boxd.it/29B4,5
2020-12-01,Welcome to the Sticks,2008,https://boxd.it/20si,3
2020-12-05,He Even Has Your Eyes,2016,https://boxd.it/dYHE,2.5
2020-12-05,Evil Dead II,1987,https://boxd.it/29Ge,2.5
2020-12-13,Cape Fear,1991,https://boxd.it/28vu,3.5
2020-12-20,"They Shoot Horses, Don't They?",1969,https://boxd.it/1q9u,4.5
2020-12-22,Shrek,2001,https://boxd.it/29zi,4
2020-12-27,The Wolf of Wall Street,2013,https://boxd.it/3C1m,4.5
2021-01-04,Soul,2020,https://boxd.it/ioLA,3.5
2021-01-06,My Dinner with Andre,1981,https://boxd.it/1vLe,5
2021-01-13,Grave of the Fireflies,1988,https://boxd.it/1RUM,4
2021-01-20,Sound of Metal,2019,https://boxd.it/i7Q4,4
2021-01-23,Lost in Translation,2003,https://boxd.it/2b0E,3.5
2021-01-24,Boogie Nights,1997,https://boxd.it/23um,4
2021-01-27,The Big Lebowski,1998,https://boxd.it/2b6C,5
2021-01-30,Hellraiser,1987,https://boxd.it/1Zpi,3
2021-02-02,The Elephant Man,1980,https://boxd.it/27LQ,4.5
2021-02-02,Donnie Darko,2001,https://boxd.it/2b2A,3.5
2021-02-10,Prisoners of the Ghostland,2021,https://boxd.it/j0NY,3
2021-02-13,The Straight Story,1999,https://boxd.it/2ass,4
2021-02-14,Judas and the Black Messiah,2021,https://boxd.it/lsew,4
2021-02-16,A Goofy Movie,1995,https://boxd.it/1Lwu,3.5
2021-02-17,Casino,1995,https://boxd.it/2ads,4
2021-02-20,The Fly,1986,https://boxd.it/1YIe,4
2021-02-24,Mad Max: Fury Road,2015,https://boxd.it/2DjO,4.5
2021-02-27,Monster,2003,https://boxd.it/2afy,3
2021-03-02,Upgrade,2018,https://boxd.it/i4gW,3.5
2021-03-03,Wild at Heart,1990,https://boxd.it/2aii,4
2021-03-11,Waves,2019,https://boxd.it/jpmy,3
2021-03-20,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,3
2021-03-24,Zack Snyder's Justice League,2021,https://boxd.it/tLOk,3
2021-03-29,Training Day,2001,https://boxd.it/27A4,4
2021-03-31,Lost Highway,1997,https://boxd.it/29Wc,4.5
2021-04-01,Blue Velvet,1986,https://boxd.it/29BI,4
2021-04-17,Minari,2020,https://boxd.it/mL9M,4
2021-04-18,Bad Trip,2021,https://boxd.it/lgRG,3
2021-04-20,Promising Young Woman,2020,https://boxd.it/loRE,3
2021-04-21,School of Rock,2003,https://boxd.it/28xK,4
2021-04-28,Re-Animator,1985,https://boxd.it/28hM,3.5
2021-05-04,Nobody,2021,https://boxd.it/mLqS,3
2021-05-06,Nomadland,2020,https://boxd.it/lnRy,3.5
2021-05-11,The Skin I Live In,2011,https://boxd.it/99A,3.5
2021-05-21,Saint Maud,2019,https://boxd.it/l8QA,4
2021-05-22,Mortal Kombat,2021,https://boxd.it/gswA,1.5
2021-06-02,The Doom Generation,1995,https://boxd.it/1PVe,3
2021-06-25,A Quiet Place Part II,2020,https://boxd.it/iTx0,3
2021-06-30,Cruella,2021,https://boxd.it/bbKg,2.5
2021-07-01,Zola,2020,https://boxd.it/jEWQ,3.5
2021-07-16,Pig,2021,https://boxd.it/nzoW,4
2021-07-25,Old,2021,https://boxd.it/npKI,2.5
2021-08-01,The Green Knight,2021,https://boxd.it/kuy2,4
2021-08-03,Caddyshack,1980,https://boxd.it/1SCO,3.5
2021-08-09,Dumb and Dumber,1994,https://boxd.it/206m,4
2021-08-16,The Suicide Squad,2021,https://boxd.it/fw6O,3.5
2021-08-18,Happy Together,1997,https://boxd.it/1Ha0,4
2021-08-23,Help!,1965,https://boxd.it/1NiE,4
2021-08-28,Candyman,2021,https://boxd.it/kHFg,3.5
2021-09-08,Hoodwinked!,2005,https://boxd.it/1UVS,3.5
2021-09-10,The Card Counter,2021,https://boxd.it/nTH0,3.5
2021-09-13,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,3
2021-10-02,Venom: Let There Be Carnage,2021,https://boxd.it/llco,2.5
2021-10-03,Titane,2021,https://boxd.it/nlQC,4
2021-10-13,Halloween,1978,https://boxd.it/2wRu,3.5
2021-10-15,Halloween,2018,https://boxd.it/f0uE,3
2021-10-15,Halloween Kills,2021,https://boxd.it/mxzG,2
2021-10-23,Dune,2021,https://boxd.it/fA7G,3.5
2021-10-26,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,3.5
2021-10-27,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS,4.5
2021-10-28,Lamb,2021,https://boxd.it/tFwE,3
2021-10-29,Black Widow,2021,https://boxd.it/hWV8,2
2021-11-03,Last Night in Soho,2021,https://boxd.it/lbJC,2.5
2021-11-09,The French Dispatch,2021,https://boxd.it/jLP8,4.5
2021-11-10,Dune,1984,https://boxd.it/29tY,2.5
2021-11-14,Spencer,2021,https://boxd.it/qPMG,3.5
