Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2018-01-19,Life After Beth,2014,https://boxd.it/nNZ5B,2,,"home, streaming",2018-01-17
2018-01-19,Fat Girl,2001,https://boxd.it/nPchH,4,,"home, streaming",2018-01-18
2018-01-21,Phantom Thread,2017,https://boxd.it/nSRjb,4,,"theatre, cobb",2018-01-20
2018-02-04,Seven Samurai,1954,https://boxd.it/onnEl,5,,"home, blu-ray",2018-01-27
2018-02-02,Call Me by Your Name,2017,https://boxd.it/oks6n,4,,"theatre, polk",2018-02-01
2018-02-04,"I, Tonya",2017,https://boxd.it/ooIwz,3.5,,"theatre, cobb",2018-02-03
2018-02-09,A Clockwork Orange,1971,https://boxd.it/ozlyJ,5,,"home, blu-ray",2018-02-08
2018-02-16,Black Panther,2018,https://boxd.it/oOvrX,3.5,,"theatre, cobb, imax",2018-02-15
2018-02-20,The World's End,2013,https://boxd.it/oYqQt,4,,"home, blu-ray",2018-02-19
2018-02-23,Annihilation,2018,https://boxd.it/p4r8T,3,,"theatre, cobb",2018-02-22
2018-02-24,Mr. Nobody,2009,https://boxd.it/p6zFb,4.5,,"home, streaming",2018-02-23
2018-03-01,Coco,2017,https://boxd.it/pjTaN,3,,"home, blu-ray",2018-02-28
2018-03-02,Red Sparrow,2018,https://boxd.it/pm4fj,2.5,,"theatre, cobb",2018-03-01
2018-03-05,Full Metal Jacket,1987,https://boxd.it/ptcK9,4,,"home, streaming",2018-03-04
2018-03-10,Game Night,2018,https://boxd.it/pFC9n,3,,"theatre, cobb",2018-03-09
2018-03-11,John Mulaney: The Comeback Kid,2015,https://boxd.it/pHFFP,,,,2018-03-10
2018-03-11,A Ghost Story,2017,https://boxd.it/pHYRZ,4.5,Yes,"home, blu-ray",2018-03-10
2018-03-12,Thoroughbreds,2017,https://boxd.it/pKxMT,3,,"theatre, cobb",2018-03-11
2018-03-18,Frances Ha,2012,https://boxd.it/pXMjN,4,,"home, streaming",2018-03-17
2018-03-25,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/qe3bj,5,,"home, blu-ray",2018-03-24
2018-03-27,The Place Beyond the Pines,2012,https://boxd.it/qjpjT,4,,"home, streaming",2018-03-26
2018-03-29,Ready Player One,2018,https://boxd.it/qomV1,2.5,,"theatre, cobb, imax",2018-03-28
2018-04-06,A Quiet Place,2018,https://boxd.it/qHkLL,3,,"theatre, cobb",2018-04-05
2018-04-13,The Death of Stalin,2017,https://boxd.it/qWZgT,3.5,,"theatre, polk",2018-04-12
2018-04-14,Fantastic Mr. Fox,2009,https://boxd.it/qYUCT,4.5,Yes,"home, streaming",2018-04-13
2018-04-14,Isle of Dogs,2018,https://boxd.it/qZneV,3.5,,"theatre, cobb",2018-04-13
2018-04-22,Isle of Dogs,2018,https://boxd.it/rfFwl,3.5,Yes,"theatre, cobb",2018-04-21
2018-04-27,Avengers: Infinity War,2018,https://boxd.it/rqCMn,3.5,,"theatre, cobb, imax",2018-04-26
2018-04-30,Se7en,1995,https://boxd.it/rxlod,4.5,,"home, streaming",2018-04-29
2018-05-04,Tully,2018,https://boxd.it/rGGgn,3.5,,"theatre, cobb",2018-05-03
2018-05-05,Avengers: Infinity War,2018,https://boxd.it/rInV1,3.5,Yes,"theatre, cobb",2018-05-04
2018-05-07,The Killing of a Sacred Deer,2017,https://boxd.it/rNsg3,3.5,,"home, streaming",2018-05-06
2018-05-10,Fruitvale Station,2013,https://boxd.it/rSLUh,4,,"home, streaming",2018-05-09
2018-05-11,Paths of Glory,1957,https://boxd.it/rUHWH,5,,"home, blu-ray",2018-05-10
2018-05-14,There Will Be Blood,2007,https://boxd.it/s15eB,5,,"home, streaming",2018-05-13
2018-05-17,Tully,2018,https://boxd.it/s6kUx,3.5,Yes,"theatre, cobb",2018-05-16
2018-05-19,Deadpool,2016,https://boxd.it/s9x8H,3,Yes,"home, streaming",2018-05-18
2018-05-19,Deadpool 2,2018,https://boxd.it/s9O4x,3,,"theatre, cobb",2018-05-18
2018-05-23,Fargo,1996,https://boxd.it/si3jD,4,,"home, streaming",2018-05-22
2018-05-27,Napoleon Dynamite,2004,https://boxd.it/sqn95,3.5,Yes,"other, streaming",2018-05-26
2018-05-27,Wayne's World,1992,https://boxd.it/sqq8T,3,,"other, streaming",2018-05-26
2018-05-27,Night at the Museum,2006,https://boxd.it/sqIJD,2.5,Yes,"other, streaming",2018-05-26
2018-05-27,The Hangover,2009,https://boxd.it/sqIX1,3,Yes,"other, streaming",2018-05-26
2018-05-28,Solo: A Star Wars Story,2018,https://boxd.it/ssOOj,3,,theatre,2018-05-27
2018-06-02,There Will Be Blood,2007,https://boxd.it/sCoyT,5,Yes,"other, streaming",2018-05-29
2018-06-02,Half Nelson,2006,https://boxd.it/sEfH7,2.5,,"other, streaming",2018-05-30
2018-06-08,The Incredibles,2004,https://boxd.it/sPUpF,4.5,Yes,other,2018-06-07
2018-06-08,A Serious Man,2009,https://boxd.it/sQZgF,4,,"other, streaming",2018-06-07
2018-06-09,Hereditary,2018,https://boxd.it/sSLzd,4.5,,"theatre, cobb",2018-06-08
2018-06-10,Hereditary,2018,https://boxd.it/sVwZL,4.5,Yes,"theatre, cobb",2018-06-09
2018-06-14,We Need to Talk About Kevin,2011,https://boxd.it/t4wqp,4,,"home, streaming",2018-06-13
2018-06-16,Bao,2018,https://boxd.it/t6Tyl,,,,2018-06-14
2018-06-16,Incredibles 2,2018,https://boxd.it/t6TzN,3.5,,"theatre, cobb",2018-06-14
2018-06-16,The Strange Thing About the Johnsons,2011,https://boxd.it/t6TB5,,,,2018-06-15
2018-06-25,Coraline,2009,https://boxd.it/tq1GZ,4,Yes,"other, streaming",2018-06-23
2018-06-27,Jurassic World: Fallen Kingdom,2018,https://boxd.it/tvlb3,2,,"theatre, cobb",2018-06-26
2018-06-29,Sicario,2015,https://boxd.it/tyQZT,4,,"home, streaming",2018-06-28
2018-07-01,Eyes Wide Shut,1999,https://boxd.it/tCG05,4.5,,"home, streaming",2018-06-29
2018-07-01,Sicario: Day of the Soldado,2018,https://boxd.it/tDoGJ,2.5,,"theatre, cobb",2018-06-30
2018-07-03,Heaven Knows What,2014,https://boxd.it/tIbiz,3.5,,"home, streaming",2018-07-02
2018-07-04,Last Flag Flying,2017,https://boxd.it/tK4f3,3.5,,"home, streaming",2018-07-03
2018-07-05,Ant-Man,2015,https://boxd.it/tM8Hf,3.5,Yes,"home, streaming",2018-07-04
2018-07-06,Ant-Man and the Wasp,2018,https://boxd.it/tO9KD,2.5,,"theatre, cobb",2018-07-05
2018-07-07,Bruce Almighty,2003,https://boxd.it/tQiZ7,3,Yes,"home, tv",2018-07-06
2018-07-09,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/tUWzL,5,Yes,"theatre, polk",2018-07-08
2018-07-10,Yellow Submarine,1968,https://boxd.it/tXuuT,2.5,,"theatre, polk",2018-07-09
2018-07-11,The Rider,2017,https://boxd.it/tZnsv,3.5,,"theatre, polk",2018-07-10
2018-07-13,Mission: Impossible,1996,https://boxd.it/u4iPf,3,,"home, streaming",2018-07-12
2018-07-14,Sorry to Bother You,2018,https://boxd.it/u61Wx,3.5,,"theatre, cobb",2018-07-13
2018-07-15,Mission: Impossible II,2000,https://boxd.it/u8CQb,2.5,,"home, streaming",2018-07-14
2018-07-16,Barry Lyndon,1975,https://boxd.it/uaRZr,4.5,,"theatre, polk",2018-07-15
2018-07-17,Paddington 2,2017,https://boxd.it/udokP,4,,"home, blu-ray",2018-07-16
2018-07-18,Damsel,2018,https://boxd.it/ufE19,3,,"theatre, polk",2018-07-17
2018-07-20,Mission: Impossible III,2006,https://boxd.it/ukqF5,3.5,,"home, streaming",2018-07-19
2018-07-21,Prisoners,2013,https://boxd.it/umI7z,4,,"home, streaming",2018-07-20
2018-07-22,Lars and the Real Girl,2007,https://boxd.it/upbBx,3.5,,"home, streaming",2018-07-21
2018-07-23,Mission: Impossible - Ghost Protocol,2011,https://boxd.it/us6J3,3.5,,"home, streaming",2018-07-22
2018-07-25,Mission: Impossible - Rogue Nation,2015,https://boxd.it/uwLnZ,3.5,,"home, streaming",2018-07-24
2018-07-26,Won't You Be My Neighbor?,2018,https://boxd.it/uyCdF,4,,"theatre, polk",2018-07-25
2018-07-27,Mission: Impossible - Fallout,2018,https://boxd.it/uASzL,4,,"theatre, cobb, imax",2018-07-26
2018-07-29,Lean on Pete,2017,https://boxd.it/uFCiJ,3.5,,"home, streaming",2018-07-28
2018-07-30,The Witch,2015,https://boxd.it/uIDrN,4,,"home, streaming",2018-07-29
2018-07-31,Blindspotting,2018,https://boxd.it/uL2w3,3.5,,"theatre, cobb",2018-07-30
2018-08-01,First Reformed,2017,https://boxd.it/uNrMT,5,,"home, streaming",2018-07-31
2018-08-03,The Umbrellas of Cherbourg,1964,https://boxd.it/uRQ6h,5,,"home, blu-ray",2018-08-02
2018-08-04,Eighth Grade,2018,https://boxd.it/uTg6T,4,,"theatre, cobb",2018-08-03
2018-08-05,You Were Never Really Here,2017,https://boxd.it/uWPjf,4,,"home, streaming",2018-08-04
2018-08-07,American Psycho,2000,https://boxd.it/v2bdt,3.5,,"home, streaming",2018-08-06
2018-08-09,The Big Lebowski,1998,https://boxd.it/v6DzF,4.5,Yes,"theatre, cinemark",2018-08-08
2018-08-10,BlacKkKlansman,2018,https://boxd.it/v8MUr,4,,"theatre, cobb",2018-08-09
2018-08-11,Insomnia,2002,https://boxd.it/vbe9n,3,,"home, blu-ray",2018-08-10
2018-08-15,Robin Williams: Come Inside My Mind,2018,https://boxd.it/vlnL1,3.5,,"home, streaming",2018-08-14
2018-08-16,BlacKkKlansman,2018,https://boxd.it/vmYc5,4,Yes,"theatre, cobb",2018-08-15
2018-08-17,"Don't Worry, He Won't Get Far on Foot",2018,https://boxd.it/vpuDh,3.5,,"theatre, polk",2018-08-16
2018-08-23,Tusk,2014,https://boxd.it/vF8xX,2,,"apartment, streaming",2018-08-22
2018-08-27,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/vQgzf,5,Yes,"apartment, blu-ray",2018-08-26
2018-08-29,2001: A Space Odyssey,1968,https://boxd.it/vUf8v,5,Yes,"theatre, imax, regal, hollywood 16",2018-08-28
2018-08-30,Laura,1944,https://boxd.it/vWl73,3.5,,"dvd, filmanalysis",2018-08-29
2018-09-02,The Little Stranger,2018,https://boxd.it/w2pd7,2.5,,"theatre, regal, butler plaza 14",2018-09-01
2018-09-05,A Ghost Story,2017,https://boxd.it/waVzb,4.5,Yes,"apartment, blu-ray",2018-09-04
2018-09-06,Bicycle Thieves,1948,https://boxd.it/wcq4Z,5,,"filmanalysis, dvd",2018-09-05
2018-09-07,Searching,2018,https://boxd.it/wetzZ,3.5,,"theatre, regal, celebration pointe 10",2018-09-06
2018-09-13,Witness for the Prosecution,1957,https://boxd.it/wseYt,3.5,,"filmanalysis, dvd",2018-09-12
2018-09-14,Mandy,2018,https://boxd.it/wuwJb,3,,"theatre, regal, royal park 16",2018-09-13
2018-09-20,In the Mood for Love,2000,https://boxd.it/wGVHD,5,,"filmanalysis, dvd",2018-09-19
2018-09-23,Assassination Nation,2018,https://boxd.it/wNIsT,3.5,,"theatre, regal, butler plaza 14",2018-09-22
2018-09-27,Notorious,1946,https://boxd.it/wVY8L,4,,"filmanalysis, blu-ray",2018-09-26
2018-10-04,Blue Gold: World Water Wars,2008,https://boxd.it/xc3zJ,,,"apartment, streaming",2018-10-02
2018-10-04,Man with a Movie Camera,1929,https://boxd.it/xc3GF,,,"filmanalysis, streaming",2018-10-03
2018-10-06,Scott Pilgrim vs. the World,2010,https://boxd.it/xgDeP,4.5,Yes,"apartment, blu-ray",2018-10-05
2018-10-08,Venom,2018,https://boxd.it/xlS5t,1.5,,"theatre, regal, royal park 16, sinemia",2018-10-07
2018-10-09,A Star Is Born,2018,https://boxd.it/xo1Vx,3,,"theatre, regal, celebration pointe 10",2018-10-08
2018-10-11,Singin' in the Rain,1952,https://boxd.it/xsbpp,5,,"filmanalysis, dvd",2018-10-10
2018-10-13,First Man,2018,https://boxd.it/xx4KZ,3,,"theatre, regal, celebration pointe 10, sinemia",2018-10-12
2018-10-14,Shaun of the Dead,2004,https://boxd.it/xAfxX,4.5,Yes,"apartment, blu-ray",2018-10-13
2018-10-16,Bad Times at the El Royale,2018,https://boxd.it/xFqpv,3,,"theatre, regal, celebration pointe 10",2018-10-15
2018-10-18,Do the Right Thing,1989,https://boxd.it/xK6xf,5,,"filmanalysis, blu-ray",2018-10-17
2018-10-19,Halloween,1978,https://boxd.it/xMe1P,3,,"apartment, streaming",2018-10-18
2018-10-26,Daughters of the Dust,1991,https://boxd.it/y2j3X,3.5,,"filmanalysis, streaming",2018-10-24
2018-10-26,Halloween,2018,https://boxd.it/y2zRf,2.5,,"theatre, regal, celebration pointe 10, sinemia",2018-10-25
2018-10-28,mid90s,2018,https://boxd.it/y7CON,3,,"theatre, regal, butler plaza 14",2018-10-27
2018-10-29,First Reformed,2017,https://boxd.it/ybggd,5,Yes,"apartment, blu-ray",2018-10-28
2018-10-31,The Old Man & the Gun,2018,https://boxd.it/yeFzb,3.5,,"theatre, regal, royal park 16",2018-10-30
2018-11-01,20 Feet from Stardom,2013,https://boxd.it/yh68b,3.5,,"filmanalysis, blu-ray",2018-10-31
2018-11-07,Suspiria,2018,https://boxd.it/yuXRf,3.5,,"theatre, regal, butler plaza 14",2018-11-02
2018-11-04,Bohemian Rhapsody,2018,https://boxd.it/yp5db,2.5,,"theatre, cobb",2018-11-03
2018-11-08,High Noon,1952,https://boxd.it/yy1Sx,3.5,,"filmanalysis, dvd",2018-11-07
2018-11-09,Green Book,2018,https://boxd.it/yACuV,2.5,,"theatre, regal, royal park 16, advance screening",2018-11-08
2018-11-12,Beautiful Boy,2018,https://boxd.it/yJ8mF,2.5,,"theatre, regal, butler plaza 14",2018-11-11
2018-11-15,Alien,1979,https://boxd.it/yPrZN,4,Yes,"filmanalysis, dvd",2018-11-14
2018-11-17,Boy Erased,2018,https://boxd.it/yUAfz,3,,"theatre, regal, royal park 16",2018-11-16
2018-11-19,Overlord,2018,https://boxd.it/yZ6ff,2.5,,"theatre, regal, celebration pointe 10",2018-11-18
2018-11-23,Widows,2018,https://boxd.it/z9JZh,4,,"theatre, cobb, sinemia",2018-11-22
2018-11-24,Wildlife,2018,https://boxd.it/zc7YV,3.5,,"theatre, polk",2018-11-23
2018-11-29,Pariah,2011,https://boxd.it/zp3eb,4,,"filmanalysis, dvd",2018-11-28
2018-12-06,Strange Days,1995,https://boxd.it/zH29v,2.5,,"filmanalysis, dvd",2018-12-05
2018-12-07,Creed II,2018,https://boxd.it/zJaex,3,,"theatre, regal, celebration pointe 10, sinemia",2018-12-06
2018-12-08,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/zLCfH,4.5,,"theatre, regal, celebration pointe 10, advance screening, sinemia",2018-12-07
2018-12-15,Gran Torino,2008,https://boxd.it/A3OTv,1.5,,,2018-12-14
2018-12-16,Dirty Harry,1971,https://boxd.it/A6L0D,3.5,,"home, streaming",2018-12-15
2018-12-18,Little Miss Sunshine,2006,https://boxd.it/Ac2tR,4,,"home, streaming",2018-12-17
2018-12-19,The Princess Bride,1987,https://boxd.it/AfdxV,3.5,,blu-ray,2018-12-18
2018-12-21,Aquaman,2018,https://boxd.it/AjYoT,2.5,,"theatre, cobb, sinemia",2018-12-20
2018-12-22,First Reformed,2017,https://boxd.it/An3gh,5,Yes,"home, blu-ray",2018-12-21
2018-12-23,What We Do in the Shadows,2014,https://boxd.it/Aq4M5,4,,"home, streaming",2018-12-22
2018-12-26,The Favourite,2018,https://boxd.it/AyYl1,4.5,,"theatre, cobb",2018-12-25
2018-12-28,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/AFm91,4.5,Yes,"theatre, cobb",2018-12-26
2018-12-30,Vice,2018,https://boxd.it/AMyml,2,,"theatre, cobb",2018-12-29
2019-01-01,Roma,2018,https://boxd.it/AWRRR,4.5,,"home, streaming",2018-12-31
2019-01-02,Batman Begins,2005,https://boxd.it/B46HV,3.5,Yes,"home, streaming",2019-01-01
2019-01-04,The Dark Knight,2008,https://boxd.it/Bbk19,4.5,Yes,"home, streaming",2019-01-02
2019-01-09,Green Room,2015,https://boxd.it/BzRWl,3.5,,"apartment, streaming",2019-01-08
2019-01-11,Ben Is Back,2018,https://boxd.it/BJuoP,2.5,,"theatre, regal, butler plaza 14, sinemia",2019-01-10
2019-01-14,Unbreakable,2000,https://boxd.it/BWrbT,4.5,Yes,"apartment, streaming",2019-01-13
2019-01-16,Split,2016,https://boxd.it/C33OB,3,Yes,"apartment, streaming",2019-01-15
2019-01-18,Glass,2019,https://boxd.it/Cawpz,2.5,,"theatre, regal, celebration pointe 10, sinemia",2019-01-17
2019-01-24,The Simpsons Movie,2007,https://boxd.it/CxLCf,2.5,Yes,"apartment, streaming",2019-01-22
2019-01-27,The Favourite,2018,https://boxd.it/CITI3,4.5,Yes,"theatre, regal, butler plaza 14, sinemia",2019-01-26
2019-01-28,A Simple Favor,2018,https://boxd.it/CNJKj,2,,"blu-ray, reitz",2019-01-27
2019-02-03,Searching,2018,https://boxd.it/D87Q1,3.5,Yes,"blu-ray, reitz",2019-02-02
2019-02-04,Velvet Buzzsaw,2019,https://boxd.it/Dc68Z,1.5,,"apartment, streaming",2019-02-03
2019-02-08,They Shall Not Grow Old,2018,https://boxd.it/DoNkX,4,,"theatre, regal, royal park 16, sinemia",2019-02-07
2019-02-11,The Lego Movie 2: The Second Part,2019,https://boxd.it/DzWKR,3,,"theatre, regal, celebration pointe 10",2019-02-10
2019-02-21,The Ballad of Buster Scruggs,2018,https://boxd.it/E7hY7,3.5,,"apartment, streaming",2019-02-20
2019-02-24,Alita: Battle Angel,2019,https://boxd.it/EghwP,2.5,,"theatre, regal, celebration pointe 10, sinemia",2019-02-23
2019-02-25,A Star Is Born,2018,https://boxd.it/EkwGX,3,Yes,"blu-ray, reitz",2019-02-24
2019-02-26,How to Train Your Dragon: The Hidden World,2019,https://boxd.it/Enxld,3,,"theatre, regal, celebration pointe 10, sinemia",2019-02-25
2019-03-05,Climax,2018,https://boxd.it/ELwAp,4,,"home, streaming",2019-03-04
2019-03-07,Zodiac,2007,https://boxd.it/ER3Wt,4.5,,"home, streaming",2019-03-06
2019-03-10,Gloria Bell,2018,https://boxd.it/F04w5,3.5,,"theatre, amc, lincoln square, sinemia",2019-03-09
2019-03-12,Captain Marvel,2019,https://boxd.it/F7Cbf,3,,"theatre, regal, celebration pointe 10, sinemia",2019-03-11
2019-03-17,Green Book,2018,https://boxd.it/Fm4bZ,2.5,Yes,"blu-ray, reitz",2019-03-16
2019-03-17,The Kid,2019,https://boxd.it/Fn2px,2,,"theatre, regal, royal park 16",2019-03-16
2019-03-21,Get Out,2017,https://boxd.it/FzjPL,4.5,Yes,"apartment, blu-ray",2019-03-20
2019-03-22,Us,2019,https://boxd.it/FCmaH,3.5,,"theatre, regal, celebration pointe 10",2019-03-21
2019-03-24,Shazam!,2019,https://boxd.it/FILwF,2.5,,"theatre, regal, celebration pointe 10, advance screening",2019-03-23
2019-03-31,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/G3XpD,4.5,Yes,"blu-ray, reitz",2019-03-30
2019-04-08,The Favourite,2018,https://boxd.it/Gs5Mj,4.5,Yes,"reitz, dvd",2019-04-07
2019-04-11,The Man Who Killed Don Quixote,2018,https://boxd.it/GAvjD,2,,"theatre, regal, butler plaza 14",2019-04-10
2019-04-14,If Beale Street Could Talk,2018,https://boxd.it/GITsF,4,,"reitz, dvd",2019-04-13
2019-04-15,Captain America: The First Avenger,2011,https://boxd.it/GN8Y5,3,Yes,"apartment, streaming",2019-04-15
2019-04-23,The Avengers,2012,https://boxd.it/Hak29,3.5,Yes,"apartment, streaming",2019-04-22
2019-04-24,Avengers: Age of Ultron,2015,https://boxd.it/Hd4Z1,3,Yes,"apartment, streaming",2019-04-23
2019-04-25,Avengers: Infinity War,2018,https://boxd.it/Hg7NX,3.5,Yes,"apartment, streaming",2019-04-24
2019-04-26,Avengers: Endgame,2019,https://boxd.it/HiJtv,3.5,,"theatre, regal, celebration pointe 10",2019-04-25
2019-04-30,Burning,2018,https://boxd.it/Hvsq1,4,,"apartment, streaming",2019-04-29
2019-05-01,The Departed,2006,https://boxd.it/HxtbZ,4.5,,"apartment, streaming",2019-04-30
2019-05-02,Avengers: Endgame,2019,https://boxd.it/HBra9,3.5,Yes,"theatre, regal, celebration pointe 10",2019-05-01
2019-05-11,The Matrix,1999,https://boxd.it/I0iHN,4,,"home, streaming",2019-05-10
2019-05-14,John Wick,2014,https://boxd.it/I9FJl,4,Yes,"other, streaming",2019-05-13
2019-05-14,John Wick: Chapter 2,2017,https://boxd.it/IaeXn,4,Yes,"other, streaming",2019-05-13
2019-05-17,John Wick: Chapter 3 - Parabellum,2019,https://boxd.it/IhIap,4,,"theatre, cobb",2019-05-16
2019-05-18,Burn After Reading,2008,https://boxd.it/IjV8v,3.5,,"home, streaming",2019-05-17
2019-05-21,Barton Fink,1991,https://boxd.it/IuEo9,4.5,,"home, streaming",2019-05-20
2019-05-22,Pokémon Detective Pikachu,2019,https://boxd.it/IxOkn,2.5,,"theatre, cobb",2019-05-21
2019-05-25,Get Out,2017,https://boxd.it/IFShD,4.5,Yes,"other, streaming",2019-05-24
2019-05-26,Gone Girl,2014,https://boxd.it/IIWLX,4,,"other, streaming",2019-05-25
2019-05-31,Ma,2019,https://boxd.it/IZTAr,1.5,,"theatre, cobb, profile",2019-05-30
2019-06-07,Booksmart,2019,https://boxd.it/Jjm7L,2.5,,"theatre, cobb",2019-06-06
2019-06-07,This Is the End,2013,https://boxd.it/JjRYB,2,,"other, streaming",2019-06-06
2019-06-10,Rocketman,2019,https://boxd.it/JuiLz,3.5,,"theatre, cobb",2019-06-09
2019-06-12,Aladdin,2019,https://boxd.it/Jz9cv,2,,"theatre, cobb",2019-06-11
2019-06-14,The Dead Don't Die,2019,https://boxd.it/JFaeJ,3.5,,"theatre, cobb",2019-06-13
2019-06-16,Can You Ever Forgive Me?,2018,https://boxd.it/JMbOR,3.5,,"other, streaming",2019-06-15
2019-06-22,Nightcrawler,2014,https://boxd.it/K3OXH,4,Yes,"canada, streaming",2019-06-21
2019-06-24,Bill & Ted's Excellent Adventure,1989,https://boxd.it/KaLKf,3.5,Yes,"canada, streaming",2019-06-23
2019-06-26,The Texas Chain Saw Massacre,1974,https://boxd.it/KgO4D,3,Yes,"canada, streaming",2019-06-25
2019-06-27,Toy Story 4,2019,https://boxd.it/KjmnX,3,,"canada, theatre",2019-06-26
2019-06-28,Anima,2019,https://boxd.it/KltPN,,,,2019-06-27
2019-06-28,Ralph Breaks the Internet,2018,https://boxd.it/Kluot,2,,"other, streaming",2019-06-27
2019-06-28,Laggies,2014,https://boxd.it/Km5V5,2.5,,"home, streaming",2019-06-27
2019-07-01,The Strange Thing About the Johnsons,2011,https://boxd.it/KuzRX,,Yes,,2019-06-30
2019-07-02,Spider-Man: Far from Home,2019,https://boxd.it/KyLPR,3,,"theatre, cobb",2019-07-02
2019-07-03,Midsommar,2019,https://boxd.it/KB8bT,4,,"theatre, cobb",2019-07-02
2019-07-06,Midsommar,2019,https://boxd.it/KK0Cb,4,Yes,"theatre, cobb",2019-07-05
2019-07-09,Black Swan,2010,https://boxd.it/KTRwN,4.5,,"home, blu-ray",2019-07-08
2019-07-10,Spider-Man: Far from Home,2019,https://boxd.it/KXSnv,3,Yes,"theatre, cobb",2019-07-09
2019-07-13,Hereditary,2018,https://boxd.it/L7wTz,4.5,Yes,"apartment, blu-ray",2019-07-13
2019-07-14,The Last Black Man in San Francisco,2019,https://boxd.it/L9sZH,4,,"theatre, regal, royal park 16",2019-07-13
2019-07-18,Stuber,2019,https://boxd.it/LmZHH,3,,"theatre, cobb",2019-07-17
2019-07-19,A Most Violent Year,2014,https://boxd.it/LpZiN,3,,"home, streaming",2019-07-18
2019-07-21,The Lion King,2019,https://boxd.it/LwJAZ,2,,"theatre, regal, crystal river",2019-07-20
2019-07-24,The Art of Self-Defense,2019,https://boxd.it/LH2yN,3.5,,"theatre, cobb",2019-07-23
2019-07-25,The Hateful Eight,2015,https://boxd.it/LK9Zd,4,Yes,"home, streaming",2019-07-24
2019-07-26,Once Upon a Time… in Hollywood,2019,https://boxd.it/LMtnx,3.5,,"theatre, cobb",2019-07-25
2019-07-28,The Elephant Man,1980,https://boxd.it/LT3kL,4,,"theatre, polk",2019-07-27
2019-07-29,The Alphabet,1969,https://boxd.it/LUQdB,,,,2019-07-28
2019-07-29,8½,1963,https://boxd.it/LWAPN,4,,"theatre, polk",2019-07-28
2019-07-29,Funny Games,1997,https://boxd.it/LXodf,4,,"home, streaming",2019-07-28
2019-08-01,Once Upon a Time… in Hollywood,2019,https://boxd.it/M6ODV,3.5,Yes,"theatre, cobb",2019-07-31
2019-08-05,Top Gun,1986,https://boxd.it/Mk4o9,3,,"theatre, cobb",2019-08-04
2019-08-08,Jackie Brown,1997,https://boxd.it/MtnAr,3.5,,"home, streaming",2019-08-07
2019-08-12,The Beach Bum,2019,https://boxd.it/MGXaZ,3,,"home, streaming",2019-08-11
2019-08-13,Ex Machina,2014,https://boxd.it/MKfQF,4.5,Yes,"home, streaming",2019-08-12
2019-08-16,The Farewell,2019,https://boxd.it/MSuId,4,,"theatre, regal, butler plaza 14, unlimited",2019-08-15
2019-08-17,Blinded by the Light,2019,https://boxd.it/MVRn9,3,,"theatre, regal, butler plaza 14, unlimited",2019-08-16
2019-08-17,Cosmos Laundromat,2015,https://boxd.it/MXu69,,,,2019-08-17
2019-08-18,Invader ZIM: Enter the Florpus,2019,https://boxd.it/N0TJr,,,"apartment, streaming",2019-08-17
2019-08-25,The Peanut Butter Falcon,2019,https://boxd.it/NmQ4T,3,,"theatre, regal, royal park 16, unlimited",2019-08-24
2019-08-26,Ready or Not,2019,https://boxd.it/NqeCV,3,,"theatre, regal, butler plaza 14, unlimited",2019-08-25
2019-09-01,Midsommar,2019,https://boxd.it/NKs07,4,Yes,"theatre, regal, butler plaza 14, unlimited",2019-08-31
2019-09-02,The King of Comedy,1982,https://boxd.it/NNhuL,4.5,,"apartment, streaming",2019-09-01
2019-09-05,It,2017,https://boxd.it/NXN7z,2.5,Yes,"theatre, regal, celebration pointe 10, unlimited",2019-09-04
2019-09-06,It Chapter Two,2019,https://boxd.it/O0wKl,1.5,,"theatre, regal, celebration pointe 10, unlimited",2019-09-05
2019-09-07,The Last Black Man in San Francisco,2019,https://boxd.it/O4fOX,4,Yes,"other, blu-ray",2019-09-06
2019-09-08,Shutter Island,2010,https://boxd.it/O7nQD,4,,"apartment, streaming",2019-09-07
2019-09-14,Memento,2000,https://boxd.it/OqPxH,5,Yes,"other, blu-ray",2019-09-13
2019-09-18,Hustlers,2019,https://boxd.it/OE3mJ,3.5,,"theatre, regal, celebration pointe 10, unlimited",2019-09-17
2019-09-20,Ad Astra,2019,https://boxd.it/OJiNF,3,,"theatre, regal, celebration pointe 10, unlimited",2019-09-19
2019-09-23,John Wick: Chapter 3 - Parabellum,2019,https://boxd.it/OSZtr,4,Yes,"theatre, reitz",2019-09-22
2019-09-30,Mulholland Drive,2001,https://boxd.it/PgnT5,,,"other, blu-ray",2019-09-29
2019-10-04,Joker,2019,https://boxd.it/PsOpl,3,,"theatre, regal, celebration pointe 10, unlimited, profile",2019-10-03
2019-10-12,El Camino: A Breaking Bad Movie,2019,https://boxd.it/PVmN3,3,,"other, streaming",2019-10-11
2019-10-20,High Life,2018,https://boxd.it/QpNbZ,3,,"apartment, streaming",2019-10-19
2019-10-25,Brothers,2015,https://boxd.it/QJ6Nh,,,,2019-10-24
